CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
,03/01/2024 06:00:00 AM,24-906389,BURGLARY-NO FORCE,07X,2635 SAN PABLO AVE,Oakland,CA,POINT (-122.275882038 37.817712984)
,03/13/2024 05:03:00 AM,24-905742,BURGLARY-NO FORCE,09X,55 MACARTHUR BOULEVARD,Oakland,CA,POINT (-122.25489501 37.820943998)
,03/24/2024 11:17:00 AM,24-014745,VANDALISM,23X,3451 E 12TH ST,Oakland,CA,POINT (-122.223557002 37.775489985)
,03/28/2024 10:20:00 AM,24-905989,BURGLARY-AUTO,04X,1700 TELEGRAPH AVE,Oakland,CA,POINT (-122.270188604 37.806885174)
MISDEMEANOR ASSAULT,05/06/2024 12:00:00 AM,24-022241,VANDALISM-$400+,19X,1853 EMBARCADERO,Oakland,CA,POINT (-122.242789515 37.780542099)
,04/15/2024 12:00:00 PM,24-019026,VEHICLE THEFT - AUTO,07X,958 28TH ST,Oakland,CA,POINT (-122.278489984 37.819715002)
,04/13/2024 08:35:00 PM,24-907485,VANDALISM,32Y,10125 LONGFELLOW AVE,Oakland,CA,POINT (-122.157467037 37.744596008)
,04/13/2024 05:21:00 PM,24-018182,BURGLARY-FORCIBLE ENTRY,26Y,6107 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.19803 37.764134015)
,03/24/2024 06:45:00 PM,24-014793,VEHICLE THEFT - AUTO,12Y,400 60TH ST,Oakland,CA,POINT (-122.256626963 37.846947009)
,03/31/2024 11:17:00 PM,24-016072,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,07X,2601 WOOD ST,Oakland,CA,POINT (-122.291313038 37.822177018)
FORCIBLE RAPE,03/12/2024 09:00:00 AM,24-014016,SODOMY,08X,3815 TELEGRAPH AV,Oakland,CA,POINT (-122.265179046 37.826648298)
,04/25/2024 07:18:00 PM,24-020419,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,26Y,1001 77TH AV,Oakland,CA,POINT (-122.190360977 37.753910985)
,03/29/2024 12:15:00 PM,24-021105,BATTERY,03X,731 WEBSTER ST,Oakland,CA,POINT (-122.271707414 37.798816845)
,05/16/2024 09:36:00 AM,24-024097,HARM/DEATH:ELDER/DEP ADLT,32Y,2828 OLIVER AV,Oakland,CA,POINT (-122.151202989 37.74794001)
STOLEN VEHICLE,03/21/2024 07:00:00 PM,24-014576,VEHICLE THEFT - AUTO,09X,555 OAKLAND AV,Oakland,CA,POINT (-122.252482028 37.82019101)
PETTY THEFT,02/26/2024 10:45:00 PM,24-010080,THEFT,28X,2859 55TH AV,Oakland,CA,POINT (-122.191092969 37.776201986)
FELONY ASSAULT,03/31/2024 03:00:00 AM,24-015972,VANDALISM-$400+,32X,9916 PLYMOUTH ST,Oakland,CA,POINT (-122.165727989 37.744245016)
,04/04/2024 10:31:00 PM,24-016694,SC UNEXPLAINED DEATH,19X,1120 11TH AV,Oakland,CA,POINT (-122.250261997 37.790117999)
,05/16/2024 04:24:00 PM,24-024303,VEHICLE THEFT - AUTO,20X,1272 26TH AV,Oakland,CA,POINT (-122.233055961 37.780632995)
STOLEN VEHICLE,03/18/2024 08:00:00 PM,24-013993,VEHICLE THEFT - AUTO,05X,1118 18TH ST,Oakland,CA,POINT (-122.284437249 37.812246462)
,03/11/2024 03:30:00 PM,24-904960,BURGLARY-AUTO,31Y,191 98TH AVE,Oakland,CA,POINT (-122.193521961 37.729987985)
,03/31/2024 06:50:00 AM,24-905547,BURGLARY-NO FORCE,09X,1985 PLEASANT VALLEY AVE,Oakland,CA,POINT (-122.250117996 37.832710011)
,05/21/2024 06:00:00 PM,24-025154,GRAND THEFT,12X,5131 SHATTUCK AV,Oakland,CA,POINT (-122.264509975 37.837456012)
FELONY ASSAULT,04/06/2024 03:37:00 PM,24-016966,BATTERY W/SERIOUS BODILY INJURY,14X,383 MACARTHUR BLVD,Oakland,CA,POINT (-122.250740894 37.811706144)
,04/07/2024 11:38:00 AM,24-017055,VEHICLE THEFT - AUTO,19X,2400 EMBARCADERO,Oakland,CA,POINT (-122.240822492 37.776896952)
RECOVERED O/S STOLEN,03/09/2024 07:34:00 AM,24-012106,VEHICLE THEFT - AUTO,01X,7 EMBARCADERO WEST,Oakland,CA,POINT (-122.269153969 37.790454993)
HOMICIDE,02/24/2024 09:09:00 PM,24-009788,SC UNEXPLAINED DEATH,23X,1830 BRIDGE AV,Oakland,CA,POINT (-122.218203197 37.779805021)
FELONY ASSAULT,03/21/2024 09:30:00 AM,24-014405,VANDALISM:DAMAGE PROPERTY,30X,2738 HAVENSCOURT BLVD,Oakland,CA,POINT (-122.181680008 37.769232014)
,05/20/2024 09:37:00 AM,24-024846,ROBBERY-FIREARM,19X,506 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.253207984 37.795752984)
STOLEN VEHICLE,03/10/2024 03:00:00 PM,24-012675,VEHICLE THEFT - AUTO,08X,3000 BROOK ST,Oakland,CA,POINT (-122.260983038 37.818552012)
BURG - AUTO,03/30/2024 03:20:00 PM,24-015898,BURGLARY-AUTO,31Y,50 HEGENBERGER LOOP,Oakland,CA,POINT (-122.196617984 37.733676987)
,04/18/2024 07:03:00 PM,24-019205,DISORDERLY CONDUCT:PROSTITUTION,19X,1400 BLOCK 8TH AVE,Oakland,CA,POINT (-122.250324687 37.794202055)
FELONY ASSAULT,03/10/2024 03:39:00 AM,24-012256,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,30X,7200 WELD ST,Oakland,CA,POINT (-122.182407976 37.76334599)
,04/21/2024 07:18:00 AM,24-907556,BURGLARY-NO FORCE,,9717 LAWLOR ST ST,Oakland,CA,POINT (-122.157784962 37.751522981)
,04/18/2024 09:53:00 PM,24-019230,VEHICLE THEFT - AUTO,35Y,10557 ENGLEWOOD DR,Oakland,CA,POINT (-122.126533036 37.762869982)
,04/17/2024 03:32:00 AM,24-018878,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,17Y,1411 E 31 ST,Oakland,CA,POINT (-122.231684012 37.798288007)
,05/13/2024 07:45:00 PM,24-023676,CARJACKING WITH FIREARM,24Y,2817 HIGH ST,Oakland,CA,POINT (-122.202437037 37.783933998)
,04/25/2024 03:00:00 PM,24-020376,BATTERY W/SERIOUS BODILY INJURY,27Y,1443 65TH AV,Oakland,CA,POINT (-122.193593039 37.763655995)
VANDALISM,04/13/2024 12:38:00 AM,24-018091,VANDALISM:DEFACE PROPERTY,06X,657 W MACARTHUR BLVD,Oakland,CA,POINT (-122.269598964 37.82701698)
,05/10/2024 05:00:00 PM,24-023184,VEHICLE THEFT - AUTO,02X,1222 10TH ST,Oakland,CA,POINT (-122.288793019 37.807223996)
,03/22/2024 01:30:00 PM,24-905691,THEFT,27Y,2124 57TH AVE,Oakland,CA,POINT (-122.195679774 37.770254803)
,04/04/2024 02:15:00 AM,24-905715,VANDALISM,30Y,2739 79TH AVE,Oakland,CA,POINT (-122.168773973 37.764802011)
,03/28/2024 05:10:00 AM,24-015507,ATTEMPTED BURGLARY,17X,700 FOOTHILL BLVD,Oakland,CA,POINT (-122.250107016 37.795617994)
RECOVERED O/S STOLEN,02/23/2024 11:28:00 AM,24-009560,VEHICLE THEFT - AUTO,26X,5051 COLISEUM WY,Oakland,CA,POINT (-122.213906598 37.763623994)
,04/11/2024 05:50:00 PM,24-017863,VEHICLE THEFT - AUTO,31X,449 HEGENBERGER ROAD,Oakland,CA,POINT (-122.197507975 37.736640995)
,03/12/2024 08:30:00 AM,24-012711,THEFT,31X,98TH AVE. & BIGGE AVE.,Oakland,CA,POINT (-122.193808035 37.729533016)
,04/28/2024 11:54:00 PM,24-020957,THEFT,09X,4348 BROADWAY,Oakland,CA,POINT (-122.253924489 37.831725114)
,03/24/2024 08:30:00 PM,24-905927,BURGLARY-AUTO,14X,600 GRAND AVE,Oakland,CA,POINT (-122.24979303 37.809733999)
,03/26/2024 05:30:00 PM,24-015256,VEHICLE THEFT - AUTO,09X,238 JOHN ST,Oakland,CA,POINT (-122.251289032 37.831287015)
ROBBERY,02/24/2024 05:15:00 AM,24-009675,ROBBERY-FIREARM,31Y,653 98TH AV,Oakland,CA,POINT (-122.183122235 37.736714362)
,02/23/2024 07:15:00 PM,24-903673,VANDALISM,,PIEDMONT AVE,Oakland,CA,POINT (-122.2517046 37.8271365)
,04/24/2024 09:40:00 AM,24-906994,BURGLARY-AUTO,15X,600 ATHOL AVE,Oakland,CA,POINT (-122.243069989 37.805629004)
OTHER,02/29/2024 01:09:00 PM,24-010487,MAINTAIN PUBLIC NUISANCE,32X,10151 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.168630977 37.741305985)
,04/27/2024 10:00:00 AM,24-907046,BURGLARY-AUTO,08X,2353 WEBSTER ST,Oakland,CA,POINT (-122.265069421 37.812926554)
,04/21/2024 11:30:00 PM,24-020719,ASSAULT,33X,9004 D ST,Oakland,CA,POINT (-122.179201982 37.747438982)
,04/06/2024 01:40:00 PM,24-905978,BURGLARY-AUTO,,40TH ST/OPAL ST,Oakland,CA,POINT (-122.255574977 37.826865484)
ROBBERY,03/21/2024 12:00:00 AM,24-014229,ROBBERY-FIREARM,04X,300 20TH ST,Oakland,CA,POINT (-122.264522508 37.808109616)
ARSON,03/11/2024 03:19:00 AM,24-012413,MAL SET/ETC FIRE PROP/ETC,28X,3437 STORER AV,Oakland,CA,POINT (-122.195066511 37.785466694)
,04/12/2024 12:15:00 PM,24-906775,BURGLARY-AUTO,11X,5101 TELEGRAPH AVE,Oakland,CA,POINT (-122.262536959 37.837678007)
,03/31/2024 03:00:00 AM,24-907535,VANDALISM,29X,5956 LAIRD AVE,Oakland,CA,POINT (-122.180711775 37.777312983)
,03/13/2024 08:50:00 PM,24-906424,GRAND THEFT,12X,4799 TELEGRAPH AVE,Oakland,CA,POINT (-122.263262999 37.834945003)
EMBEZZLEMENT,02/27/2024 03:47:00 AM,24-010101,EMBEZZLE LEASED/RENTED VEHICLE,08X,34TH ST & BROADWAY,Oakland,CA,POINT (-122.260261021 37.821704321)
,05/14/2024 08:30:00 PM,24-023864,BURGLARY-AUTO,14Y,3200 GRAND AV,Oakland,CA,POINT (-122.247379041 37.811581999)
MISDEMEANOR ASSAULT,04/02/2024 09:35:00 PM,24-016390,DRIV:SUSP/ETC LIC:DUI:VIO,24X,35TH AV & PAXTON AV,Oakland,CA,POINT (-122.214800009 37.785410009)
,04/22/2024 10:00:00 AM,24-019961,VEHICLE THEFT - AUTO,15X,501 WESLEY AV,Oakland,CA,POINT (-122.249332025 37.805016999)
,04/27/2024 10:00:00 AM,24-020715,SEXUAL BATTERY,26Y,IFO 7607 INTERNATIONAL BLVD.,Oakland,CA,POINT (-122.184565981 37.757716997)
,05/14/2024 06:26:00 AM,24-023719,BURGLARY-FORCIBLE ENTRY,12Y,5550 COLLEGE AV,Oakland,CA,POINT (-122.251548376 37.842906388)
,03/08/2024 10:52:00 AM,24-905665,GRAND THEFT,31Y,540 HEGENBERGER ROAD,Oakland,CA,POINT (-122.195706033 37.744225989)
,03/25/2024 05:55:00 PM,24-015153,THROW SUB AT VEH:INT:GBI,19X,10TH AV & INTERNATIONAL BLVD,Oakland,CA,POINT (-122.249695967 37.792078987)
STOLEN VEHICLE,03/17/2024 11:00:00 AM,24-013564,VEHICLE THEFT - AUTO,04X,634 15TH ST,Oakland,CA,POINT (-122.275036975 37.80692099)
,03/23/2024 08:15:00 AM,24-014591,VEHICLE THEFT - AUTO,04X,1 KAISER PLZ,Oakland,CA,POINT (-122.264109991 37.809967016)
DISORDERLY CONDUCT,02/24/2024 04:31:00 PM,24-009760,DISTURB THE PEACE,17X,1700 4TH AV,Oakland,CA,POINT (-122.251757462 37.798459786)
,05/04/2024 03:29:00 PM,24-021943,BATTERY,21Y,3183 CUTHBERT AV,Oakland,CA,POINT (-122.213880011 37.794869993)
VANDALISM,03/16/2024 04:20:00 AM,24-013328,VANDALISM-$400+,14X,284 PERKINS ST,Oakland,CA,POINT (-122.255088967 37.813349994)
,03/25/2024 10:23:00 PM,24-015054,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,30X,7615 BANCROFT AV,Oakland,CA,POINT (-122.175122007 37.764156981)
,03/13/2024 12:00:00 AM,24-905375,GRAND THEFT,,55TH ST,Oakland,CA,POINT (-122.265217266 37.840373638)
MISDEMEANOR ASSAULT,05/16/2024 05:40:00 PM,24-024176,BATTERY,13Z,1900 MOUNTAIN BLVD,Oakland,CA,POINT (-122.210643004 37.829135003)
BRANDISHING,02/24/2024 11:17:00 AM,24-009716,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,26X,5401 COLISEUM WY,Oakland,CA,POINT (-122.212188962 37.760623003)
,03/21/2024 08:35:00 AM,24-014270,BURGLARY-AUTO,18Y,2140 E 23RD ST,Oakland,CA,POINT (-122.23165501 37.791435005)
,02/25/2024 01:30:00 PM,24-904201,BURGLARY-AUTO,16X,625 TRESTLE GLEN ROAD,Oakland,CA,POINT (-122.24263421 37.810437093)
STOLEN VEHICLE,03/04/2024 10:00:00 AM,24-011385,VEHICLE THEFT - AUTO,28X,4839 ALLENDALE AV,Oakland,CA,POINT (-122.19868404 37.779520004)
STOLEN VEHICLE,04/13/2024 07:30:00 AM,24-018141,VEHICLE THEFT - AUTO,32Y,2546 99TH AV,Oakland,CA,POINT (-122.154924973 37.747773001)
STOLEN VEHICLE,04/16/2024 09:20:00 AM,24-018807,VEHICLE THEFT - AUTO,27X,4610 FOOTHILL BLVD,Oakland,CA,POINT (-122.209824008 37.774487006)
,04/05/2024 01:00:00 PM,24-017493,VEHICLE THEFT - AUTO,07X,3250 HOLLIS ST,Oakland,CA,POINT (-122.283547037 37.825473998)
ROBBERY,03/19/2024 04:00:00 AM,24-013789,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",21X,2308 25TH AV,Oakland,CA,POINT (-122.226823275 37.788065324)
HOMICIDE,03/10/2024 10:09:00 PM,24-012378,SC UNEXPLAINED DEATH,24Y,2544 HUMBOLDT AV,Oakland,CA,POINT (-122.211485972 37.789187021)
,04/27/2024 07:20:00 PM,24-907172,BURGLARY-AUTO,16X,3250 LAKESHORE AVE,Oakland,CA,POINT (-122.244249993 37.809737016)
,05/01/2024 12:35:00 PM,24-021421,GRAND THEFT:AUTO (AMENDED),31X,451 HEGENBERGER RD,Oakland,CA,POINT (-122.197289039 37.737543014)
,05/02/2024 10:51:00 AM,24-021863,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,16Y,4330 PARK BLVD,Oakland,CA,POINT (-122.220652002 37.807830008)
WEAPONS,03/30/2024 08:01:00 PM,24-015926,CARRY STOLEN LOADED FIREARM,35X,8917 MACARTHUR BLVD,Oakland,CA,POINT (-122.161761002 37.756023015)
,04/09/2024 06:04:00 AM,24-907295,THEFT,31Y,295 WISTAR ROAD,Oakland,CA,POINT (-122.190840003 37.732015987)
BURG - AUTO,03/04/2024 02:00:00 PM,24-904787,BURGLARY-AUTO,03Y,921 WASHINGTON ST,Oakland,CA,POINT (-122.274838994 37.801934009)
,04/07/2024 06:45:00 PM,24-017112,VEHICLE THEFT - AUTO,30Y,80TH AV&DOWLING ST,Oakland,CA,POINT (-122.169884994 37.762156011)
,03/26/2024 02:33:00 AM,24-015073,THEFT,30X,MACARTHUR BLVD&RITCHIE ST,Oakland,CA,POINT (-122.166589984 37.764650005)
,04/06/2024 12:35:00 PM,24-016625,SC UNEXPLAINED DEATH,05X,1430 FILBERT ST,Oakland,CA,POINT (-122.282440039 37.809340008)
,05/15/2024 12:20:00 PM,24-023955,VEHICLE THEFT - AUTO,31Y,729 LOUISIANA ST,Oakland,CA,POINT (-122.185935539 37.740274694)
RECOVERED O/S STOLEN,04/10/2024 07:10:00 AM,24-017609,VEHICLE THEFT - AUTO,32X,1800 105TH AV,Oakland,CA,POINT (-122.162639889 37.740601479)
WEAPONS,04/11/2024 08:53:00 PM,24-017886,CARRY CONCEALED WEAPON ON PERSON,18X,1600 FOOTHILL BLVD,Oakland,CA,POINT (-122.24250634 37.79001867)
DOMESTIC VIOLENCE,03/08/2024 01:00:00 AM,24-011921,INFLICT CRPL INJ SP/COHAB,30Y,2600 73RD AV,Oakland,CA,POINT (-122.175320993 37.766737015)
STOLEN VEHICLE,04/06/2024 12:00:00 AM,24-016952,VEHICLE THEFT - AUTO,26Y,851 81ST AV,Oakland,CA,POINT (-122.190518976 37.751452992)
,03/03/2024 05:50:00 AM,24-905263,ATTEMPT VEHICLE THEFT-AUTO,22X,1782 LEIMERT PLACE,Oakland,CA,POINT (-122.211551015 37.810933994)
,04/18/2024 10:00:00 PM,24-021045,BURGLARY-FORCIBLE ENTRY,14X,291 GRAND AV,Oakland,CA,POINT (-122.257612271 37.809031589)
,03/13/2024 06:40:00 PM,24-012874,DISORDERLY CONDUCT:PROSTITUTION,19X,1500 BLK OF 14TH AVE,Oakland,CA,POINT (-122.244813473 37.790314591)
,04/24/2024 09:58:00 AM,24-020141,VEHICLE THEFT - AUTO,28X,BIRDSALL AV&CAMDEN ST,Oakland,CA,POINT (-122.191954964 37.781034991)
,03/27/2024 07:00:00 AM,24-015678,SC BURGLARY - NO FORCE,31X,8400 EDES AVE,Oakland,CA,POINT (-122.194768014 37.742048999)
BURG - COMMERCIAL,03/01/2024 01:57:00 AM,24-010662,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,12X,470 49TH ST,Oakland,CA,POINT (-122.261944023 37.836148016)
,03/23/2024 08:00:00 AM,24-014734,VEHICLE THEFT - AUTO,25X,4044 LOMA VISTA AVE,Oakland,CA,POINT (-122.19328601 37.795730018)
HOMICIDE,02/27/2024 09:09:00 AM,24-010125,SC UNEXPLAINED DEATH,31Z,528 LA PRENDA DR,Oakland,CA,POINT (-122.175694994 37.729210019)
,03/06/2024 12:03:00 PM,24-905456,BURGLARY-NO FORCE,25X,4050 REINHARDT DRIVE,Oakland,CA,POINT (-122.18483504 37.795189008)
STOLEN VEHICLE,03/22/2024 12:58:00 PM,24-014470,UNLICENSED DRIVER,26X,800 54TH AV,Oakland,CA,POINT (-122.210327523 37.763659721)
,04/28/2024 06:00:00 PM,24-021039,DISTURB THE PEACE,10Y,6101 MARTIN LUTHER KING JR WY,Oakland,CA,POINT (-122.271183375 37.846057223)
,04/08/2024 02:44:00 AM,24-017178,THEFT,31Y,437 HALE AV,Oakland,CA,POINT (-122.181085982 37.733042979)
,02/26/2024 11:30:00 AM,24-903515,BURGLARY-NO FORCE,22X,4133 COOLIDGE AVE,Oakland,CA,POINT (-122.202216006 37.805144991)
,05/17/2024 07:00:00 PM,24-907819,BURGLARY-AUTO,,COLLEGE AVE,Oakland,CA,POINT (-122.251844643 37.845077849)
,03/08/2024 11:55:00 AM,24-906268,MAKE/PASS FICTITIOUS CHECK,,2372 E15TH,Oakland,CA,POINT (-122.233605982 37.783600985)
ROBBERY,03/01/2024 03:45:00 PM,24-010721,BURGLARY-FORCIBLE ENTRY,01X,105 5TH ST,Oakland,CA,POINT (-122.267250019 37.794795981)
,04/29/2024 11:41:00 AM,24-021053,SC UNEXPLAINED DEATH,07X,3250 HOLLIS ST,Oakland,CA,POINT (-122.283547037 37.825473998)
FORCIBLE RAPE,04/10/2024 05:08:00 AM,24-017636,RAPE:VICTIM UNCONSCIOUS OF THE NATURE OF THE ACT,21X,1948 25TH AV,Oakland,CA,POINT (-122.228970035 37.785504012)
,03/24/2024 04:07:00 PM,24-014792,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,09X,4500 GILBERT ST,Oakland,CA,POINT (-122.250575983 37.832853006)
THREATS,03/23/2024 11:13:00 AM,24-014603,EXHIBIT FIREARM,27Y,6118 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.197434968 37.76446598)
,04/07/2024 05:00:00 PM,24-017099,BATTERY W/SERIOUS BODILY INJURY,32X,9945 C ST,Oakland,CA,POINT (-122.173722983 37.740627009)
,05/05/2024 11:30:00 PM,24-022749,ROBBERY-FIREARM,33X,1073 82ND AVENUE,Oakland,CA,POINT (-122.184173037 37.753220986)
,05/13/2024 04:15:00 PM,24-023857,ATTEMPTED ROBBERY-STRONG-ARM,02Y,3464 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.223201322 37.776461054)
,05/15/2024 12:30:00 AM,24-907754,GRAND THEFT,10X,988 56TH ST,Oakland,CA,POINT (-122.277837034 37.839854997)
,04/24/2024 09:48:00 PM,24-020256,ROBBERY-FIREARM,21Y,29TH ST&SUNSET AV,Oakland,CA,POINT (-122.217429998 37.791109997)
NARCOTICS,03/01/2024 03:20:00 PM,24-010720,POSSESS CONTROLLED SUBSTANCE FOR SALE,23X,4200 BANCROFT AV,Oakland,CA,POINT (-122.214506977 37.774207009)
,04/14/2024 02:04:00 PM,24-018313,SC UNEXPLAINED DEATH,02Y,933 CHESTER ST ST,Oakland,CA,POINT (-122.295153671 37.808112122)
FELONY ASSAULT,04/09/2024 04:30:00 AM,24-017326,ROBBERY-FIREARM,20X,2421 FOOTHILL BLVD,Oakland,CA,POINT (-122.232023982 37.784505015)
,03/08/2024 12:00:00 AM,24-904445,ATTEMPT VEHICLE THEFT-AUTO,28X,2939 BEST AVE,Oakland,CA,POINT (-122.195553986 37.780536016)
STOLEN VEHICLE,03/25/2024 04:00:00 AM,24-015397,VEHICLE THEFT - AUTO,32Y,9834 BANCROFT AV,Oakland,CA,POINT (-122.160976037 37.74778901)
STOLEN VEHICLE,05/06/2024 02:50:00 PM,24-022524,VEHICLE THEFT - AUTO,30X,74TH AV & HOLLY ST,Oakland,CA,POINT (-122.18189601 37.761568985)
,05/13/2024 08:00:00 AM,24-023694,VEHICLE THEFT - AUTO,08X,23 RANDWICK AVE,Oakland,CA,POINT (-122.260110985 37.820567986)
,04/10/2024 04:20:00 AM,24-906460,THEFT,35X,9145 LAWLOR ST,Oakland,CA,POINT (-122.159081978 37.754722982)
,03/25/2024 01:30:00 AM,24-905845,GRAND THEFT,27Y,1406 SEMINARY AVE,Oakland,CA,POINT (-122.199213022 37.76518498)
,03/17/2024 09:04:00 AM,24-013459,BURGLARY-AUTO,19X,506 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.253207984 37.795752984)
,04/04/2024 01:33:00 PM,24-016663,ASSAULT,02X,205 BRUSH ST,Oakland,CA,POINT (-122.28396102 37.798771014)
,03/16/2024 05:08:00 AM,24-013312,ROBBERY/INHABITED DWELLING - FIREARM,19X,1036 5TH AV,Oakland,CA,POINT (-122.2561416 37.794028646)
EMBEZZLEMENT,03/28/2024 08:34:00 AM,24-015576,EMBEZZLE LEASED/RENTED VEHICLE,08X,2428 WEBSTER ST,Oakland,CA,POINT (-122.264421965 37.813886017)
,04/01/2024 04:30:00 PM,24-906674,VANDALISM,,3100 HAWTHORNE AVE,Oakland,CA,POINT (-122.260971504 37.820674513)
,04/04/2024 10:17:00 AM,24-905944,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,32Y,2779 FRAZIER AVE,Oakland,CA,POINT (-122.151937998 37.746613993)
,04/25/2024 09:00:00 PM,24-020436,VANDALISM,14X,433 PERKINS ST,Oakland,CA,POINT (-122.256137963 37.809732993)
,03/13/2024 03:30:00 AM,24-906564,BURGLARY-NO FORCE,26X,722 JULIE ANN WAY,Oakland,CA,POINT (-122.208196997 37.759338979)
,04/11/2024 01:30:00 PM,24-906631,BURGLARY-AUTO,14Y,3423 LAKESHORE AVE,Oakland,CA,POINT (-122.242505256 37.811416039)
STOLEN VEHICLE,02/28/2024 11:13:00 PM,23-066101,VEHICLE THEFT - AUTO,19X,12T H AV&E 8TH ST,Oakland,CA,POINT (-122.249869975 37.789217992)
,03/20/2024 10:00:00 AM,24-905637,BURGLARY-AUTO,31Y,191 98TH AVE,Oakland,CA,POINT (-122.193521961 37.729987985)
ROBBERY,03/03/2024 12:30:00 PM,24-011019,HARM/DEATH:ELDER/DEP ADLT,21Y,2221 FRUITVALE AV,Oakland,CA,POINT (-122.222408011 37.785371997)
,05/20/2024 02:28:00 AM,24-024813,ATTEMPTED BURGLARY,26X,4344 JENSEN ST,Oakland,CA,POINT (-122.220623001 37.767020994)
,04/08/2024 12:22:00 PM,24-017215,ROBBERY-FIREARM,27X,4500 INTERNATIONAL BLVD,Oakland,CA,POINT (-122.21250102 37.771548018)
,03/01/2024 09:15:00 PM,24-904991,VANDALISM,02Y,1559 8TH ST,Oakland,CA,POINT (-122.297255975 37.806738013)
,03/13/2024 05:00:00 PM,24-904583,BURGLARY-AUTO,01X,400 BROADWAY,Oakland,CA,POINT (-122.27470304 37.79756402)
ROBBERY,03/08/2024 01:20:00 PM,24-012002,ROBBERY-FIREARM,26Y,7500 SAN LEANDRO ST,Oakland,CA,POINT (-122.195257563 37.752151402)
VANDALISM,03/20/2024 06:39:00 PM,24-014180,VANDALISM [UNDER $400],01X,100 3RD ST,Oakland,CA,POINT (-122.268338145 37.793825123)
,05/08/2024 07:00:00 PM,24-023010,BATTERY,29X,6500 FOOTHILL BLVD,Oakland,CA,POINT (-122.183049024 37.770774997)
,05/14/2024 10:15:00 PM,24-024005,BURGLARY-AUTO,13X,6165 BROOKESIDE AV.,Oakland,CA,POINT (-122.241453036 37.848406005)
,03/07/2024 12:30:00 PM,24-905486,THEFT,18Y,2621 21ST AVE,Oakland,CA,POINT (-122.230429995 37.794442013)
,05/17/2024 05:00:00 PM,24-024524,VEHICLE THEFT - AUTO,09X,3843 HOWE ST,Oakland,CA,POINT (-122.255711994 37.82558401)
STOLEN VEHICLE,03/12/2024 06:00:00 PM,24-012912,VEHICLE THEFT - AUTO,06X,3646 WEST ST,Oakland,CA,POINT (-122.271718999 37.826283983)
,03/14/2024 10:07:00 PM,24-013080,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,05X,1100 GRAND AVE.,Oakland,CA,POINT (-122.282981219 37.815458365)
,03/15/2024 05:00:00 AM,24-905230,THEFT,13Z,1701 ARROWHEAD DRIVE,Oakland,CA,POINT (-122.196338029 37.838972005)
BURG - AUTO,03/01/2024 09:15:00 PM,24-905189,BURGLARY-AUTO,31X,8300 OAKPORT ST,Oakland,CA,POINT (-122.198390002 37.74031801)
HOMICIDE,04/03/2024 07:43:00 PM,24-016555,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,27X,2159 COURTLAND AV,Oakland,CA,POINT (-122.208486005 37.776993992)
,04/15/2024 05:18:00 AM,24-018455,VEHICLE THEFT - AUTO,33X,9404 ST,Oakland,CA,POINT (-122.178369994 37.744349999)
,04/23/2024 12:00:00 PM,24-020090,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,03X,270 13TH ST,Oakland,CA,POINT (-122.267216995 37.802387009)
,05/07/2024 01:29:00 AM,24-022426,BURGLARY-FORCIBLE ENTRY,22X,5045 WOODMINSTER LN,Oakland,CA,POINT (-122.197697993 37.811753996)
,04/01/2024 09:30:00 PM,24-016278,VANDALISM,21Y,3027 NICOL AV,Oakland,CA,POINT (-122.214763966 37.792732985)
,04/12/2024 10:30:00 PM,24-907614,MAIL/ETC THEFT/ETC,,6753 SKYVIEW DRIVE,Oakland,CA,POINT (-122.161665029 37.779431994)
,05/08/2024 09:00:00 PM,24-022802,BURGLARY-AUTO,12X,4705 SHATTUCK AVE,Oakland,CA,POINT (-122.263804921 37.834522929)
,04/18/2024 02:31:00 AM,24-019067,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,18X,1710 19TH ST,Oakland,CA,POINT (-122.239778479 37.791033181)
,04/22/2024 04:00:00 AM,24-019734,ROBBERY-FIREARM,19X,1429 7TH AVE,Oakland,CA,POINT (-122.25186403 37.794809014)
